"www.instructables.com",615
"www.instructables.com > instructables.com/id/Arduino-Waveform-Generator/",238
"www.instructables.com > instructables.com/id/Atmel-Xmega-USBSerial-Arbitrary-Waveform-Generato/?ALLSTEPS",130
"www.instructables.com > instructables.com/id/Build-a-Human-Enhancement-Device-Basic-tDCS-Suppl/?ALLSTEPS",99
"www.instructables.com > instructables.com/id/Analogue-Function-Generator/",84
"www.instructables.com > instructables.com/id/Intelligent-Hearing-Aid/?ALLSTEPS",43
"www.instructables.com > instructables.com/id/10-Smartphone-to-digital-microscope-conversion/%20how%20to%20use%20a%20smartphone%20for%20big%20amplifications",12
"www.instructables.com > instructables.com/files/deriv/FY0/2SO4/HH2W3BK3/FY02SO4HH2W3BK3.LARGE.jpg",7
"www.instructables.com > instructables.com/id/Build-a-Laser-3D-Printer-Stereolithography-at-Ho/",2
"ctrax.sourceforge.net",513
"ctrax.sourceforge.net > ctrax.sourceforge.net/index.html",482
"ctrax.sourceforge.net > ctrax.sourceforge.net/images/ctrax-logo2b_128.png",31
"openeuroscience.wordpress.com",487
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/hardware-projects/supercomputers/parallela/",38
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/hardware-projects/supercomputers/raspberry-pi-based/",30
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/hardware-projects/optogenetics/cyclops-driver-r2/",28
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/hardware-projects/wetware/open-source-syringe-pump/",26
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/software/eeg-meg-toolbox-fieldtrip/",24
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/hardware-projects/supercomputers/boinc/",23
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/hardware-projects/wetware/916-2/open-syringe-pump-2/",22
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/hardware-projects/supercomputers/",20
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/tutorials/human-psychophysics-using-arduino/",19
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/hardware-projects/wetware/centrifuges/dremelfuge/",15
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/tutorials/human-psychophysics-using-arduino/arduino-script-posner-test/",15
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/hardware-projects/tdcs-machine/",12
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/tutorials/human-psychophysics-using-arduino/python-posner-test/",12
"openeuroscience.wordpress.com > openeuroscience.wordpress.com/hardware-projects/microscopy-hardware/openstage/",11
