Date,Visitors
2020-07-01,1
2020-07-02,1
2020-07-03,0
2020-07-04,0
2020-07-05,2
2020-07-06,2
2020-07-07,3
2020-07-08,4
2020-07-09,1
2020-07-10,2
2020-07-11,1
2020-07-12,0
2020-07-13,1
2020-07-14,1
2020-07-15,1
2020-07-16,2
2020-07-17,1
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,1
2020-07-22,0
2020-07-23,0
2020-07-24,0
2020-07-25,0
2020-07-26,0
2020-07-27,0
2020-07-28,0
2020-07-29,1
2020-07-30,1
2020-07-31,0
2020-08-01,0
