Date,Visitors
2020-07-01,0
2020-07-02,2
2020-07-03,0
2020-07-04,1
2020-07-05,1
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,2
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,0
2020-07-17,0
2020-07-18,0
2020-07-19,0
2020-07-20,2
2020-07-21,0
2020-07-22,2
2020-07-23,1
2020-07-24,2
2020-07-25,1
2020-07-26,0
2020-07-27,0
2020-07-28,2
2020-07-29,0
2020-07-30,0
2020-07-31,2
2020-08-01,1
