"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1398283770550231041","https://twitter.com/openneurosci/status/1398283770550231041","Today in 40 minutes!! Come listen to @marius10p talk about Kilosort! An #opensource tool for #spikesorting! https://t.co/w6u61R02ur","2021-05-28 14:23 +0000","3427.0","21.0","0.00612780857893201","4.0","0.0","7.0","3.0","0.0","1.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1397452645644836867","https://twitter.com/openneurosci/status/1397452645644836867","This Friday May 28th, we are hosting @marius10p on our #opensource tools for #neuroscience series on @worldwideneuro! His talk: Kilosort, a spike-sorting pipeline for large-scale electrophyisiology will be transmitted live:  https://t.co/ZFInyDUYVJ https://t.co/Wpyxq02em5","2021-05-26 07:20 +0000","8495.0","135.0","0.015891701000588582","12.0","0.0","26.0","10.0","41.0","1.0","27.0","0.0","0","0","0","0","0","18","18","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395730088046563333","https://twitter.com/openneurosci/status/1395730088046563333","Today in ~2hours!! We will host @computingnature on our #openscience tools series @worldwideneuro.  join us to learn all about #suite2p, an #opensource tool for processing calcium #imaging

https://t.co/rCfMGxWw6R","2021-05-21 13:15 +0000","11940.0","175.0","0.014656616415410386","12.0","0.0","10.0","15.0","19.0","0.0","71.0","0.0","0","0","1","0","0","47","47","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395449580620292103","https://twitter.com/openneurosci/status/1395449580620292103","Tomorrow! May 21th 15:00GMT, we will host @computingnature on our #openscience tools series @worldwideneuro.  join us to learn all about #suite2p, an #opensource tool for processing calcium #imaging 
https://t.co/rCfMGxWw6R","2021-05-20 18:41 +0000","2850.0","29.0","0.010175438596491228","4.0","1.0","2.0","6.0","6.0","0.0","7.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1394655464072298502","https://twitter.com/openneurosci/status/1394655464072298502","This Friday May 21th 15:00GMT, we will host @computingnature on our #openscience tools series @worldwideneuro.  join us to learn all about #suite2p, an #opensource tool for processing calcium #imaging 
https://t.co/rCfMGxWw6R","2021-05-18 14:05 +0000","4435.0","35.0","0.007891770011273957","9.0","0.0","7.0","6.0","5.0","1.0","6.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1393192656101072899","https://twitter.com/openneurosci/status/1393192656101072899","Today in ~2hours!! Don't miss it!! https://t.co/sH3rqxbeG6","2021-05-14 13:13 +0000","528.0","1.0","0.001893939393939394","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1392867729363845122","https://twitter.com/openneurosci/status/1392867729363845122","Tomorrow!! Be sure not to miss it! @worldwideneuro #opensource #neuroanatomy https://t.co/sH3rqxbeG6","2021-05-13 15:41 +0000","4531.0","29.0","0.00640035312293092","9.0","0.0","11.0","4.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391854318870044676","https://twitter.com/openneurosci/status/1391854318870044676","This Friday May 14th 15:00GMT, we will host @adamltyson on our #openscience tools series @worldwideneuro.  join us to learn all about @brain_globe, an #opensource tool for computational #neuroanatomy.

https://t.co/1yYQLvJzR1 https://t.co/sz5PAGbeWo","2021-05-10 20:35 +0000","11507.0","218.0","0.018944990006083254","23.0","0.0","30.0","33.0","56.0","1.0","41.0","0.0","0","0","0","0","0","34","34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1390650927661658112","https://twitter.com/openneurosci/status/1390650927661658112","In 2 hours! Tune in to https://t.co/UViZq5pBUi for #opensource and #openscience awesomeness!! @JensBlack3 on DeepLabStream! https://t.co/IgQb9AJ4VO","2021-05-07 12:53 +0000","3641.0","30.0","0.008239494644328481","6.0","0.0","1.0","2.0","6.0","1.0","14.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1389979965542871046","https://twitter.com/openneurosci/status/1389979965542871046","In 2 days! May 7th (this Friday!) 15:00 GMT Join us on our track of #openscience tools, in collab w/ @worldwideneuro: We will hear @JensBlack3 talk about DeepLabStream:  #python based multi-purpose tool that enables real-time tracking of animals &amp; manipulation of experiments! https://t.co/haM3ByGA4c","2021-05-05 16:27 +0000","4994.0","83.0","0.016619943932719265","12.0","1.0","12.0","14.0","0.0","0.0","30.0","0.0","0","0","0","0","0","14","14","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
