"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1409874378381312013","https://twitter.com/openneurosci/status/1409874378381312013","This Friday, Jul 02 at 15:00 UTC, join @Addgene's talk 'Addgene AAV data hub' on our #opensource #neuroscience series via @worldwideneuro here: https://t.co/v2tWZaS1oM","2021-06-29 14:00 +0000","4573.0","11.0","0.0024054231357970696","3.0","0.0","4.0","2.0","0.0","1.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1408441254816280577","https://twitter.com/openneurosci/status/1408441254816280577","We are live now with @jvoigts presenting Open tools for systems neurosciences! @OpenEphys on our track for @worldwideneuro! Come and ask questions!

https://t.co/Tb5PctvaAi","2021-06-25 15:05 +0000","3048.0","63.0","0.02066929133858268","4.0","0.0","8.0","12.0","8.0","0.0","14.0","0.0","0","0","0","0","0","17","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1408425080602906631","https://twitter.com/openneurosci/status/1408425080602906631","An hour from now! Join us and @jvoigts to learn about @OpenEphys: 'Open-source tools for systems neuroscience' here: https://t.co/Tb5PctMLYS #opensource #neuroscience @worldwideneuro","2021-06-25 14:01 +0000","416.0","6.0","0.014423076923076924","0.0","0.0","1.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1408062668850618379","https://twitter.com/openneurosci/status/1408062668850618379","Tomorrow at 15:00 UTC! Tune in to hear about @OpenEphys: 'Open-source tools for systems neuroscience' from @jvoigts on the #opensource track of @worldwideneuro!","2021-06-24 14:01 +0000","2425.0","50.0","0.020618556701030927","5.0","0.0","13.0","16.0","0.0","1.0","15.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1408004952656654336","https://twitter.com/openneurosci/status/1408004952656654336","Tomorrow 15:00 UTC! Be sure to tune in and interact with @jvoigts as he shows ""#opensource tools for systems neuroscience"" as part of the open source track in @worldwideneuro, hosted by us! https://t.co/HDsd1fR48w
#opensourcehardware #openscience https://t.co/OFaqtURRES","2021-06-24 10:11 +0000","3086.0","19.0","0.006156837329876863","6.0","0.0","7.0","2.0","1.0","1.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1407033751427862532","https://twitter.com/openneurosci/status/1407033751427862532","This Friday, Jun 25 at 15:00 UTC on our #opensource #neuroscience series with @worldwideneuro we will host @jvoigts talking about @OpenEphys: 'Open-source tools for systems neuroscience' transmitted live: https://t.co/Tb5PctMLYS","2021-06-21 17:52 +0000","6579.0","74.0","0.011247910016719867","6.0","0.0","16.0","11.0","12.0","0.0","20.0","0.0","0","0","0","0","0","9","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1406718805347291136","https://twitter.com/openneurosci/status/1406718805347291136","a fully comprehensive toolbox called TheBOX. A paper describing the scientific application in detail can be found here: https://t.co/yDcW961KwU","2021-06-20 21:01 +0000","415.0","29.0","0.06987951807228916","0.0","0.0","2.0","1.0","26.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1406716761920180225","https://twitter.com/openneurosci/status/1406716761920180225","magnetic square-grid baseplate. The use of widely available consumables and 3D printing, together with documentation and software, offers an extremely low-cost and accessible alternative for both education and research areas. In order to reduce the entry barrier, we provide...","2021-06-20 20:53 +0000","528.0","5.0","0.00946969696969697","0.0","1.0","1.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1406716555015213056","https://twitter.com/openneurosci/status/1406716555015213056","The open-source optical toolbox UC2 [YouSeeToo] simplifies the process of building optical setups, by combining 3D-printed cubes, each holding a specific component (e.g. lens, mirror) on a... https://t.co/qZWeMcopoz","2021-06-20 20:52 +0000","2919.0","152.0","0.05207262761219596","1.0","1.0","17.0","7.0","1.0","0.0","61.0","0.0","0","0","0","0","0","64","64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1405888388562042883","https://twitter.com/openneurosci/status/1405888388562042883","Today in an hour from now! Join us and @LoogerL to learn about 'New tools for monitoring &amp; manipulating cellular function' here: https://t.co/tQptj5bV26 #opensource #neuroscience @worldwideneuro","2021-06-18 14:01 +0000","2790.0","38.0","0.013620071684587814","4.0","2.0","5.0","6.0","7.0","0.0","6.0","0.0","0","0","0","0","0","8","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
